时间,开盘,收盘,最高,最低,成交量,成交额,均价
2026-01-16 09:30:00,0.0,40.61,40.61,40.61,503,2042683.0,40.61
2026-01-16 09:31:00,0.0,42.0,42.19,40.79,3750,15618266.0,41.526
2026-01-16 09:32:00,0.0,43.32,43.54,42.03,6639,28244829.0,42.146
2026-01-16 09:33:00,0.0,44.0,44.22,43.2,6036,26245203.0,42.622
2026-01-16 09:34:00,0.0,44.97,45.5,44.3,5506,24719508.0,43.179
2026-01-16 09:35:00,0.0,44.31,44.97,43.8,4599,20450200.0,43.398
2026-01-16 09:36:00,0.0,44.04,44.43,44.03,2232,9880287.0,43.465
2026-01-16 09:37:00,0.0,43.47,44.3,43.33,4325,18859598.0,43.483
2026-01-16 09:38:00,0.0,43.67,44.06,43.67,1898,8319660.0,43.502
2026-01-16 09:39:00,0.0,43.95,44.3,43.53,2100,9213101.0,43.522
2026-01-16 09:40:00,0.0,44.97,44.97,44.19,4653,20669570.0,43.621
2026-01-16 09:41:00,0.0,45.22,45.77,44.91,5790,26209472.0,43.819
2026-01-16 09:42:00,0.0,45.19,45.23,44.93,2869,12941414.0,43.892
2026-01-16 09:43:00,0.0,45.5,45.6,45.06,6070,27488194.0,44.04
2026-01-16 09:44:00,0.0,44.9,45.76,44.85,2174,9870688.0,44.091
2026-01-16 09:45:00,0.0,44.55,44.92,44.21,1115,4959381.0,44.098
2026-01-16 09:46:00,0.0,44.16,44.54,44.11,764,3378352.0,44.099
2026-01-16 09:47:00,0.0,44.01,44.32,43.98,1128,4979831.0,44.1
2026-01-16 09:48:00,0.0,43.79,44.04,43.74,549,2410200.0,44.098
2026-01-16 09:49:00,0.0,44.09,44.09,43.82,1070,4700845.0,44.096
2026-01-16 09:50:00,0.0,44.3,44.46,44.1,1109,4905517.0,44.098
2026-01-16 09:51:00,0.0,44.47,44.55,44.3,773,3433991.0,44.102
2026-01-16 09:52:00,0.0,44.69,44.71,44.4,781,3483162.0,44.108
2026-01-16 09:53:00,0.0,44.45,44.7,44.43,613,2728430.0,44.111
2026-01-16 09:54:00,0.0,44.0,44.5,44.0,422,1867679.0,44.112
2026-01-16 09:55:00,0.0,44.09,44.1,43.88,678,2981653.0,44.111
2026-01-16 09:56:00,0.0,43.79,44.03,43.66,1048,4588676.0,44.106
2026-01-16 09:57:00,0.0,44.45,44.45,43.7,2451,10774312.0,44.101
2026-01-16 09:58:00,0.0,44.06,44.6,44.06,504,2241169.0,44.104
2026-01-16 09:59:00,0.0,43.89,44.25,43.89,783,3453483.0,44.104
2026-01-16 10:00:00,0.0,44.0,44.06,43.87,557,2448870.0,44.103
2026-01-16 10:01:00,0.0,44.0,44.06,43.92,603,2652563.0,44.102
2026-01-16 10:02:00,0.0,43.9,44.2,43.9,448,1973546.0,44.101
2026-01-16 10:03:00,0.0,43.73,43.88,43.66,726,3171976.0,44.097
2026-01-16 10:04:00,0.0,43.45,43.73,43.45,462,2014950.0,44.094
2026-01-16 10:05:00,0.0,43.54,43.54,43.34,742,3224306.0,44.088
2026-01-16 10:06:00,0.0,43.48,43.55,43.48,380,1653533.0,44.085
2026-01-16 10:07:00,0.0,43.66,43.89,43.48,571,2496518.0,44.083
2026-01-16 10:08:00,0.0,43.19,43.64,43.19,1513,6536736.0,44.066
2026-01-16 10:09:00,0.0,43.3,43.37,43.1,533,2304780.0,44.06
2026-01-16 10:10:00,0.0,43.18,43.31,43.17,299,1293371.0,44.057
2026-01-16 10:11:00,0.0,43.23,43.24,43.07,1074,4628842.0,44.045
2026-01-16 10:12:00,0.0,43.61,43.61,43.23,584,2538728.0,44.04
2026-01-16 10:13:00,0.0,43.68,43.91,43.64,690,3022396.0,44.038
2026-01-16 10:14:00,0.0,43.68,43.7,43.6,192,838000.0,44.037
2026-01-16 10:15:00,0.0,43.56,43.7,43.52,82,357820.0,44.037
2026-01-16 10:16:00,0.0,43.52,43.56,43.48,297,1292398.0,44.035
2026-01-16 10:17:00,0.0,43.71,43.71,43.56,256,1117509.0,44.034
2026-01-16 10:18:00,0.0,43.9,43.97,43.71,663,2911440.0,44.033
2026-01-16 10:19:00,0.0,43.82,43.95,43.82,315,1383593.0,44.033
2026-01-16 10:20:00,0.0,43.61,43.84,43.61,128,559943.0,44.032
2026-01-16 10:21:00,0.0,43.63,43.7,43.52,289,1260997.0,44.031
2026-01-16 10:22:00,0.0,43.92,43.92,43.66,358,1569706.0,44.03
2026-01-16 10:23:00,0.0,43.64,43.94,43.6,158,692266.0,44.03
2026-01-16 10:24:00,0.0,43.43,43.64,43.4,292,1268978.0,44.028
2026-01-16 10:25:00,0.0,43.36,43.45,43.36,140,607571.0,44.027
2026-01-16 10:26:00,0.0,43.5,43.5,43.28,100,433980.0,44.026
2026-01-16 10:27:00,0.0,43.54,43.68,43.5,388,1691352.0,44.024
2026-01-16 10:28:00,0.0,43.55,43.6,43.51,96,418211.0,44.023
2026-01-16 10:29:00,0.0,43.26,43.58,43.26,198,860265.0,44.022
2026-01-16 10:30:00,0.0,43.27,43.37,43.24,500,2160435.0,44.017
