时间,开盘,收盘,最高,最低,成交量,成交额,均价
2026-01-19 09:30:00,3.6,3.6,3.6,3.6,69644,25071840.0,3.6
2026-01-19 09:31:00,3.6,3.7,3.7,3.55,81980,29681320.0,3.611
2026-01-19 09:32:00,3.7,3.76,3.77,3.69,79439,29540601.0,3.648
2026-01-19 09:33:00,3.76,3.76,3.82,3.76,82069,31026994.0,3.683
2026-01-19 09:34:00,3.76,3.79,3.8,3.76,51249,19363633.0,3.696
2026-01-19 09:35:00,3.81,3.88,3.88,3.8,64366,24681818.0,3.717
2026-01-19 09:36:00,3.87,3.86,3.89,3.83,53271,20550333.0,3.733
2026-01-19 09:37:00,3.86,3.83,3.87,3.82,30945,11885845.0,3.739
2026-01-19 09:38:00,3.83,3.8,3.83,3.77,41407,15708275.0,3.743
2026-01-19 09:39:00,3.8,3.82,3.82,3.78,27477,10425575.0,3.746
2026-01-19 09:40:00,3.81,3.85,3.85,3.81,30423,11661558.0,3.75
2026-01-19 09:41:00,3.86,3.88,3.89,3.85,36081,13943500.0,3.756
2026-01-19 09:42:00,3.88,3.87,3.88,3.85,22208,8587055.0,3.76
2026-01-19 09:43:00,3.87,3.85,3.88,3.85,20111,7759597.0,3.763
2026-01-19 09:44:00,3.85,3.87,3.87,3.84,18766,7242803.0,3.765
2026-01-19 09:45:00,3.86,3.83,3.87,3.8,30051,11521696.0,3.768
2026-01-19 09:46:00,3.81,3.81,3.83,3.81,17337,6617927.0,3.769
2026-01-19 09:47:00,3.81,3.82,3.82,3.8,15265,5819327.0,3.77
2026-01-19 09:48:00,3.81,3.8,3.82,3.8,11054,4208707.0,3.771
2026-01-19 09:49:00,3.81,3.8,3.81,3.8,21266,8088169.0,3.772
2026-01-19 09:50:00,3.81,3.81,3.81,3.8,16511,6275582.0,3.772
2026-01-19 09:51:00,3.81,3.81,3.82,3.8,11033,4203055.0,3.773
2026-01-19 09:52:00,3.82,3.84,3.85,3.81,16468,6293909.0,3.774
2026-01-19 09:53:00,3.84,3.81,3.85,3.81,15972,6104225.0,3.775
2026-01-19 09:54:00,3.83,3.81,3.83,3.81,9564,3650028.0,3.775
2026-01-19 09:55:00,3.83,3.83,3.83,3.82,6298,2407170.0,3.775
2026-01-19 09:56:00,3.83,3.84,3.84,3.82,8804,3369246.0,3.776
2026-01-19 09:57:00,3.84,3.85,3.85,3.84,12638,4858610.0,3.777
2026-01-19 09:58:00,3.85,3.85,3.85,3.84,11231,4319996.0,3.778
2026-01-19 09:59:00,3.85,3.88,3.88,3.85,8846,3416948.0,3.778
2026-01-19 10:00:00,3.88,3.88,3.88,3.87,18264,7068873.0,3.78
2026-01-19 10:01:00,3.88,3.84,3.88,3.84,13831,5338094.0,3.781
2026-01-19 10:02:00,3.84,3.84,3.85,3.84,6736,2587007.0,3.782
2026-01-19 10:03:00,3.85,3.81,3.85,3.81,12748,4880697.0,3.782
2026-01-19 10:04:00,3.81,3.85,3.85,3.81,11285,4312349.0,3.783
2026-01-19 10:05:00,3.82,3.82,3.84,3.81,9743,3718758.0,3.783
2026-01-19 10:06:00,3.82,3.81,3.83,3.81,6401,2446330.0,3.783
2026-01-19 10:07:00,3.82,3.85,3.86,3.82,12921,4956947.0,3.784
2026-01-19 10:08:00,3.85,3.83,3.85,3.81,6968,2667113.0,3.784
2026-01-19 10:09:00,3.83,3.84,3.84,3.82,4375,1676091.0,3.785
2026-01-19 10:10:00,3.84,3.83,3.84,3.82,3939,1508037.0,3.785
2026-01-19 10:11:00,3.84,3.83,3.84,3.82,4045,1550311.0,3.785
2026-01-19 10:12:00,3.83,3.83,3.84,3.82,4627,1772057.0,3.785
2026-01-19 10:13:00,3.84,3.83,3.84,3.83,5471,2098709.0,3.785
2026-01-19 10:14:00,3.83,3.83,3.84,3.82,4755,1822090.0,3.786
2026-01-19 10:15:00,3.83,3.83,3.83,3.82,3879,1483140.0,3.786
2026-01-19 10:16:00,3.83,3.82,3.83,3.82,4494,1718626.0,3.786
2026-01-19 10:17:00,3.83,3.82,3.83,3.82,2854,1091811.0,3.786
2026-01-19 10:18:00,3.83,3.83,3.83,3.82,3260,1247440.0,3.786
2026-01-19 10:19:00,3.83,3.83,3.83,3.82,2805,1073527.0,3.786
2026-01-19 10:20:00,3.83,3.83,3.83,3.82,2501,956877.0,3.786
2026-01-19 10:21:00,3.83,3.82,3.83,3.81,7395,2823825.0,3.787
2026-01-19 10:22:00,3.81,3.83,3.83,3.81,6241,2385785.0,3.787
2026-01-19 10:23:00,3.83,3.84,3.84,3.83,1751,671655.0,3.787
2026-01-19 10:24:00,3.84,3.84,3.84,3.83,1675,642982.0,3.787
2026-01-19 10:25:00,3.84,3.84,3.84,3.83,2415,926387.0,3.787
2026-01-19 10:26:00,3.84,3.84,3.84,3.83,3418,1311867.0,3.787
2026-01-19 10:27:00,3.84,3.84,3.84,3.83,2827,1085051.0,3.787
2026-01-19 10:28:00,3.84,3.85,3.85,3.84,2618,1007114.0,3.788
2026-01-19 10:29:00,3.85,3.85,3.85,3.84,3331,1282156.0,3.788
2026-01-19 10:30:00,3.85,3.85,3.85,3.84,2843,1092753.0,3.788
2026-01-19 10:31:00,3.85,3.83,3.85,3.83,5078,1949577.0,3.788
2026-01-19 10:32:00,3.83,3.84,3.84,3.83,4736,1815997.0,3.788
2026-01-19 10:33:00,3.84,3.84,3.84,3.82,2385,913449.0,3.788
2026-01-19 10:34:00,3.83,3.83,3.84,3.83,3666,1405533.0,3.789
2026-01-19 10:35:00,3.83,3.82,3.83,3.82,5505,2103919.0,3.789
2026-01-19 10:36:00,3.82,3.82,3.83,3.82,4342,1661818.0,3.789
2026-01-19 10:37:00,3.83,3.83,3.83,3.82,2320,888269.0,3.789
2026-01-19 10:38:00,3.83,3.84,3.84,3.83,1852,710084.0,3.789
2026-01-19 10:39:00,3.83,3.84,3.84,3.83,2143,822404.0,3.789
2026-01-19 10:40:00,3.84,3.84,3.84,3.83,3432,1317480.0,3.789
2026-01-19 10:41:00,3.84,3.83,3.84,3.83,2437,934933.0,3.789
2026-01-19 10:42:00,3.83,3.84,3.84,3.83,1734,665362.0,3.789
2026-01-19 10:43:00,3.84,3.84,3.84,3.83,3128,1198777.0,3.79
2026-01-19 10:44:00,3.83,3.82,3.84,3.82,1271,486725.0,3.79
2026-01-19 10:45:00,3.83,3.83,3.83,3.82,1664,636589.0,3.79
2026-01-19 10:46:00,3.82,3.82,3.83,3.82,3484,1331736.0,3.79
2026-01-19 10:47:00,3.83,3.83,3.83,3.82,2116,808701.0,3.79
2026-01-19 10:48:00,3.81,3.82,3.82,3.81,17520,6680310.0,3.79
2026-01-19 10:49:00,3.82,3.82,3.82,3.81,13039,4959955.0,3.79
2026-01-19 10:50:00,3.82,3.82,3.82,3.81,2186,834580.0,3.79
2026-01-19 10:51:00,3.81,3.81,3.82,3.8,3065,1168101.0,3.79
2026-01-19 10:52:00,3.81,3.81,3.82,3.81,1698,647301.0,3.79
2026-01-19 10:53:00,3.81,3.82,3.82,3.81,1723,657312.0,3.79
2026-01-19 10:54:00,3.81,3.82,3.82,3.81,2102,801510.0,3.791
2026-01-19 10:55:00,3.81,3.81,3.82,3.8,1756,668818.0,3.791
2026-01-19 10:56:00,3.8,3.81,3.81,3.8,3799,1444143.0,3.791
2026-01-19 10:57:00,3.81,3.8,3.81,3.79,11924,4528110.0,3.791
2026-01-19 10:58:00,3.79,3.79,3.8,3.78,2769,1049485.0,3.791
2026-01-19 10:59:00,3.78,3.79,3.79,3.78,3701,1399401.0,3.791
2026-01-19 11:00:00,3.78,3.77,3.79,3.77,6214,2349454.0,3.791
2026-01-19 11:01:00,3.78,3.77,3.78,3.77,3948,1490289.0,3.791
2026-01-19 11:02:00,3.78,3.79,3.79,3.77,4606,1740534.0,3.79
2026-01-19 11:03:00,3.79,3.79,3.79,3.78,4334,1641474.0,3.79
2026-01-19 11:04:00,3.79,3.8,3.8,3.78,2229,844293.0,3.79
2026-01-19 11:05:00,3.8,3.79,3.8,3.78,2939,1113527.0,3.79
2026-01-19 11:06:00,3.79,3.78,3.79,3.78,2643,999487.0,3.79
2026-01-19 11:07:00,3.78,3.79,3.79,3.78,3958,1497095.0,3.79
2026-01-19 11:08:00,3.78,3.78,3.79,3.77,5204,1963301.0,3.79
2026-01-19 11:09:00,3.78,3.77,3.78,3.77,4505,1699633.0,3.79
2026-01-19 11:10:00,3.78,3.77,3.78,3.76,3565,1341146.0,3.79
2026-01-19 11:11:00,3.76,3.76,3.77,3.76,4333,1630811.0,3.79
2026-01-19 11:12:00,3.77,3.75,3.77,3.75,5395,2026546.0,3.79
2026-01-19 11:13:00,3.75,3.75,3.76,3.75,2699,1012974.0,3.79
2026-01-19 11:14:00,3.75,3.76,3.76,3.75,3491,1310034.0,3.79
2026-01-19 11:15:00,3.76,3.74,3.76,3.74,7983,2985923.0,3.789
2026-01-19 11:16:00,3.75,3.74,3.75,3.74,8730,3266960.0,3.789
2026-01-19 11:17:00,3.74,3.74,3.76,3.74,1777,665302.0,3.789
2026-01-19 11:18:00,3.75,3.76,3.76,3.74,4099,1536061.0,3.789
2026-01-19 11:19:00,3.76,3.75,3.76,3.74,2590,970465.0,3.789
2026-01-19 11:20:00,3.75,3.73,3.75,3.73,5283,1972906.0,3.789
2026-01-19 11:21:00,3.73,3.74,3.74,3.73,2755,1028408.0,3.789
2026-01-19 11:22:00,3.74,3.76,3.76,3.73,4167,1561187.0,3.788
2026-01-19 11:23:00,3.76,3.75,3.76,3.75,2319,870151.0,3.788
2026-01-19 11:24:00,3.76,3.76,3.76,3.75,1633,613255.0,3.788
2026-01-19 11:25:00,3.75,3.76,3.76,3.75,1297,487169.0,3.788
2026-01-19 11:26:00,3.76,3.75,3.76,3.75,1544,580324.0,3.788
2026-01-19 11:27:00,3.76,3.76,3.76,3.75,1230,462046.0,3.788
2026-01-19 11:28:00,3.76,3.77,3.77,3.75,1388,522237.0,3.788
2026-01-19 11:29:00,3.77,3.78,3.78,3.76,1242,468872.0,3.788
2026-01-19 11:30:00,3.78,3.78,3.78,3.77,1922,726031.0,3.788
2026-01-19 13:01:00,3.78,3.81,3.81,3.78,10937,4145189.0,3.788
2026-01-19 13:02:00,3.82,3.81,3.82,3.79,4026,1531672.0,3.788
2026-01-19 13:03:00,3.81,3.81,3.81,3.8,4381,1666461.0,3.788
2026-01-19 13:04:00,3.81,3.8,3.81,3.8,2169,825676.0,3.788
2026-01-19 13:05:00,3.81,3.81,3.81,3.79,2844,1080627.0,3.788
2026-01-19 13:06:00,3.8,3.81,3.81,3.8,2189,832372.0,3.788
2026-01-19 13:07:00,3.8,3.82,3.82,3.8,2818,1073423.0,3.788
2026-01-19 13:08:00,3.82,3.82,3.82,3.81,2507,956653.0,3.788
2026-01-19 13:09:00,3.82,3.82,3.82,3.8,2135,813590.0,3.788
2026-01-19 13:10:00,3.82,3.84,3.84,3.81,5808,2223172.0,3.789
2026-01-19 13:11:00,3.84,3.84,3.85,3.83,6934,2664026.0,3.789
2026-01-19 13:12:00,3.84,3.83,3.85,3.83,2002,768606.0,3.789
2026-01-19 13:13:00,3.84,3.84,3.84,3.83,2222,852532.0,3.789
2026-01-19 13:14:00,3.84,3.84,3.84,3.83,1968,754959.0,3.789
2026-01-19 13:15:00,3.83,3.83,3.84,3.82,2301,882169.0,3.789
2026-01-19 13:16:00,3.83,3.83,3.83,3.82,1657,633950.0,3.789
2026-01-19 13:17:00,3.83,3.83,3.83,3.82,1725,659819.0,3.789
2026-01-19 13:18:00,3.83,3.82,3.83,3.82,1502,574451.0,3.789
2026-01-19 13:19:00,3.82,3.82,3.83,3.82,1347,515001.0,3.789
2026-01-19 13:20:00,3.82,3.83,3.83,3.82,2406,920529.0,3.789
2026-01-19 13:21:00,3.83,3.83,3.83,3.82,1169,447279.0,3.789
2026-01-19 13:22:00,3.82,3.83,3.83,3.82,1193,456012.0,3.789
2026-01-19 13:23:00,3.82,3.83,3.83,3.82,1381,527937.0,3.79
2026-01-19 13:24:00,3.83,3.84,3.84,3.82,3103,1187202.0,3.79
2026-01-19 13:25:00,3.84,3.83,3.84,3.82,2017,772282.0,3.79
2026-01-19 13:26:00,3.83,3.83,3.83,3.82,3991,1521927.0,3.79
2026-01-19 13:27:00,3.83,3.81,3.83,3.81,2150,821135.0,3.79
2026-01-19 13:28:00,3.82,3.81,3.82,3.81,1430,545631.0,3.79
2026-01-19 13:29:00,3.82,3.81,3.82,3.81,1427,544141.0,3.79
2026-01-19 13:30:00,3.81,3.82,3.82,3.81,1517,578469.0,3.79
2026-01-19 13:31:00,3.82,3.82,3.82,3.8,1500,572130.0,3.79
2026-01-19 13:32:00,3.81,3.82,3.83,3.8,1438,547589.0,3.79
2026-01-19 13:33:00,3.82,3.8,3.83,3.8,1760,671672.0,3.79
2026-01-19 13:34:00,3.8,3.81,3.82,3.8,5359,2037127.0,3.79
2026-01-19 13:35:00,3.81,3.79,3.82,3.78,4789,1816666.0,3.79
2026-01-19 13:36:00,3.8,3.79,3.8,3.78,1954,739267.0,3.79
2026-01-19 13:37:00,3.79,3.78,3.8,3.78,1702,644087.0,3.79
2026-01-19 13:38:00,3.79,3.79,3.79,3.78,1410,533494.0,3.79
2026-01-19 13:39:00,3.78,3.79,3.8,3.78,1338,506182.0,3.79
2026-01-19 13:40:00,3.79,3.8,3.8,3.78,1903,721114.0,3.79
2026-01-19 13:41:00,3.79,3.81,3.81,3.78,2985,1133963.0,3.79
2026-01-19 13:42:00,3.82,3.82,3.82,3.81,2575,982452.0,3.79
2026-01-19 13:43:00,3.82,3.82,3.82,3.81,2133,813941.0,3.79
2026-01-19 13:44:00,3.82,3.82,3.82,3.81,2060,785953.0,3.79
2026-01-19 13:45:00,3.82,3.81,3.83,3.78,3973,1507198.0,3.79
2026-01-19 13:46:00,3.79,3.8,3.81,3.77,3540,1340250.0,3.79
2026-01-19 13:47:00,3.8,3.77,3.8,3.77,3768,1422733.0,3.79
2026-01-19 13:48:00,3.79,3.77,3.79,3.77,2132,804691.0,3.79
2026-01-19 13:49:00,3.78,3.78,3.78,3.77,2440,920930.0,3.79
2026-01-19 13:50:00,3.78,3.77,3.79,3.77,1218,459855.0,3.79
2026-01-19 13:51:00,3.79,3.8,3.8,3.77,1543,584206.0,3.79
2026-01-19 13:52:00,3.79,3.79,3.8,3.77,1462,553347.0,3.79
2026-01-19 13:53:00,3.78,3.79,3.8,3.78,1915,726484.0,3.79
2026-01-19 13:54:00,3.8,3.8,3.8,3.79,1462,554590.0,3.79
2026-01-19 13:55:00,3.8,3.8,3.8,3.78,3560,1349861.0,3.79
2026-01-19 13:56:00,3.8,3.79,3.8,3.78,1178,446652.0,3.79
2026-01-19 13:57:00,3.8,3.8,3.8,3.78,1207,457461.0,3.79
