时间,开盘,收盘,最高,最低,成交量,成交额,均价
2026-01-16 09:30:00,0.0,84.0,84.0,84.0,846,7106400.0,84.0
2026-01-16 09:31:00,0.0,83.79,83.98,83.01,2226,18643758.0,83.822
2026-01-16 09:32:00,0.0,84.69,84.93,83.75,1193,10081521.0,84.013
2026-01-16 09:33:00,0.0,86.3,86.3,84.61,1528,13053010.0,84.386
2026-01-16 09:34:00,0.0,86.99,88.58,86.35,3066,26877759.0,85.52
2026-01-16 09:35:00,0.0,88.91,89.0,87.11,1728,15166726.0,85.888
2026-01-16 09:36:00,0.0,90.38,91.14,89.0,3750,33787778.0,86.99
2026-01-16 09:37:00,0.0,89.79,90.31,89.24,1523,13667965.0,87.254
2026-01-16 09:38:00,0.0,90.32,90.6,89.88,2098,18926157.0,87.599
2026-01-16 09:39:00,0.0,91.15,91.15,90.0,4385,39834853.0,88.236
2026-01-16 09:40:00,0.0,91.15,91.15,91.15,1487,13554005.0,88.418
2026-01-16 09:41:00,0.0,91.15,91.15,91.15,463,4220245.0,88.47
2026-01-16 09:42:00,0.0,91.15,91.15,91.15,268,2443276.0,88.499
2026-01-16 09:43:00,0.0,91.15,91.15,91.15,198,1804770.0,88.52
2026-01-16 09:44:00,0.0,91.15,91.15,91.15,428,3901220.0,88.565
2026-01-16 09:45:00,0.0,91.15,91.15,91.15,83,756545.0,88.574
2026-01-16 09:46:00,0.0,91.15,91.15,91.15,282,2570430.0,88.602
2026-01-16 09:47:00,0.0,91.15,91.15,91.15,171,1558665.0,88.619
2026-01-16 09:48:00,0.0,91.15,91.15,91.15,236,2151140.0,88.642
2026-01-16 09:49:00,0.0,91.15,91.15,91.15,114,1039110.0,88.653
2026-01-16 09:50:00,0.0,91.15,91.15,91.15,81,738315.0,88.661
2026-01-16 09:51:00,0.0,91.15,91.15,91.15,72,656280.0,88.668
2026-01-16 09:52:00,0.0,91.15,91.15,91.15,57,519555.0,88.673
2026-01-16 09:53:00,0.0,91.15,91.15,91.15,81,738315.0,88.681
2026-01-16 09:54:00,0.0,91.15,91.15,91.15,179,1631585.0,88.697
2026-01-16 09:55:00,0.0,91.15,91.15,91.15,105,957075.0,88.707
2026-01-16 09:56:00,0.0,91.15,91.15,91.15,20,182300.0,88.709
2026-01-16 09:57:00,0.0,91.15,91.15,91.15,132,1203180.0,88.721
2026-01-16 09:58:00,0.0,91.15,91.15,91.15,120,1093800.0,88.732
2026-01-16 09:59:00,0.0,91.15,91.15,91.15,77,701855.0,88.738
2026-01-16 10:00:00,0.0,91.15,91.15,91.15,33,300795.0,88.741
2026-01-16 10:01:00,0.0,91.15,91.15,91.15,59,537785.0,88.747
2026-01-16 10:02:00,0.0,91.15,91.15,91.15,33,300795.0,88.75
2026-01-16 10:03:00,0.0,91.15,91.15,91.15,27,246105.0,88.752
2026-01-16 10:04:00,0.0,91.15,91.15,91.15,16,145840.0,88.753
2026-01-16 10:05:00,0.0,91.15,91.15,91.15,20,182300.0,88.755
2026-01-16 10:06:00,0.0,91.15,91.15,91.15,16,145840.0,88.757
2026-01-16 10:07:00,0.0,91.15,91.15,91.15,15,136725.0,88.758
2026-01-16 10:08:00,0.0,91.15,91.15,91.15,14,127610.0,88.759
2026-01-16 10:09:00,0.0,91.15,91.15,91.15,30,273450.0,88.762
2026-01-16 10:10:00,0.0,91.15,91.15,91.15,123,1121145.0,88.772
2026-01-16 10:11:00,0.0,91.15,91.15,91.15,8,72920.0,88.773
2026-01-16 10:12:00,0.0,91.15,91.15,91.15,18,164070.0,88.775
2026-01-16 10:13:00,0.0,91.15,91.15,91.15,21,191415.0,88.777
2026-01-16 10:14:00,0.0,91.15,91.15,91.15,11,100265.0,88.778
2026-01-16 10:15:00,0.0,91.15,91.15,91.15,10,91150.0,88.778
2026-01-16 10:16:00,0.0,91.15,91.15,91.15,15,136725.0,88.78
2026-01-16 10:17:00,0.0,91.15,91.15,91.15,17,154955.0,88.781
2026-01-16 10:18:00,0.0,91.15,91.15,91.15,35,319025.0,88.784
2026-01-16 10:19:00,0.0,91.15,91.15,91.15,4,36460.0,88.784
2026-01-16 10:20:00,0.0,91.15,91.15,91.15,4,36460.0,88.785
2026-01-16 10:21:00,0.0,91.15,91.15,91.15,17,154955.0,88.786
2026-01-16 10:22:00,0.0,91.15,91.15,91.15,1,9115.0,88.786
2026-01-16 10:23:00,0.0,91.15,91.15,91.15,4,36460.0,88.787
2026-01-16 10:24:00,0.0,91.15,91.15,91.15,4,36460.0,88.787
2026-01-16 10:25:00,0.0,91.15,91.15,91.15,19,173185.0,88.789
2026-01-16 10:26:00,0.0,91.15,91.15,91.15,8,72920.0,88.789
2026-01-16 10:27:00,0.0,91.15,91.15,91.15,15,136725.0,88.791
2026-01-16 10:28:00,0.0,91.15,91.15,91.15,6,54690.0,88.791
2026-01-16 10:29:00,0.0,91.15,91.15,91.15,15,136725.0,88.792
2026-01-16 10:30:00,0.0,91.15,91.15,91.15,23,209645.0,88.794
2026-01-16 10:31:00,0.0,91.15,91.15,91.15,4,36460.0,88.795
2026-01-16 10:32:00,0.0,91.15,91.15,91.15,2,18230.0,88.795
2026-01-16 10:33:00,0.0,91.15,91.15,91.15,3,27345.0,88.795
2026-01-16 10:34:00,0.0,91.15,91.15,91.15,6,54690.0,88.796
2026-01-16 10:35:00,0.0,91.15,91.15,91.15,21,191415.0,88.797
2026-01-16 10:36:00,0.0,91.15,91.15,91.15,3,27345.0,88.798
2026-01-16 10:37:00,0.0,91.15,91.15,91.15,1,9115.0,88.798
2026-01-16 10:38:00,0.0,91.15,91.15,91.15,11,100265.0,88.799
2026-01-16 10:39:00,0.0,91.15,91.15,91.15,5,45575.0,88.799
2026-01-16 10:40:00,0.0,91.15,91.15,91.15,4,36460.0,88.8
2026-01-16 10:41:00,0.0,91.15,91.15,91.15,2,18230.0,88.8
2026-01-16 10:42:00,0.0,91.15,91.15,91.15,11,100265.0,88.801
2026-01-16 10:43:00,0.0,91.15,91.15,91.15,4,36460.0,88.801
2026-01-16 10:44:00,0.0,91.15,91.15,91.15,0,0.0,88.801
2026-01-16 10:45:00,0.0,91.15,91.15,91.15,10,91150.0,88.802
2026-01-16 10:46:00,0.0,91.15,91.15,91.15,11,100265.0,88.803
2026-01-16 10:47:00,0.0,91.15,91.15,91.15,9,82035.0,88.803
2026-01-16 10:48:00,0.0,91.15,91.15,91.15,0,0.0,88.803
2026-01-16 10:49:00,0.0,91.15,91.15,91.15,3,27345.0,88.804
2026-01-16 10:50:00,0.0,91.15,91.15,91.15,3,27345.0,88.804
2026-01-16 10:51:00,0.0,91.15,91.15,91.15,11,100265.0,88.805
2026-01-16 10:52:00,0.0,91.15,91.15,91.15,19,173185.0,88.807
2026-01-16 10:53:00,0.0,91.15,91.15,91.15,0,0.0,88.807
2026-01-16 10:54:00,0.0,91.15,91.15,91.15,9,82035.0,88.807
2026-01-16 10:55:00,0.0,91.15,91.15,91.15,5,45575.0,88.808
2026-01-16 10:56:00,0.0,91.15,91.15,91.15,2,18230.0,88.808
2026-01-16 10:57:00,0.0,91.15,91.15,91.15,20,182300.0,88.81
2026-01-16 10:58:00,0.0,91.15,91.15,91.15,10,91150.0,88.81
2026-01-16 10:59:00,0.0,91.15,91.15,91.15,5,45575.0,88.811
2026-01-16 11:00:00,0.0,91.15,91.15,91.15,6,54690.0,88.811
2026-01-16 11:01:00,0.0,91.15,91.15,91.15,16,145840.0,88.813
2026-01-16 11:02:00,0.0,91.15,91.15,91.15,4,36460.0,88.813
2026-01-16 11:03:00,0.0,91.15,91.15,91.15,6,54690.0,88.814
2026-01-16 11:04:00,0.0,91.15,91.15,91.15,55,501325.0,88.818
2026-01-16 11:05:00,0.0,91.15,91.15,91.15,4,36460.0,88.818
2026-01-16 11:06:00,0.0,91.15,91.15,91.15,5,45575.0,88.819
2026-01-16 11:07:00,0.0,91.15,91.15,91.15,1,9115.0,88.819
2026-01-16 11:08:00,0.0,91.15,91.15,91.15,2,18230.0,88.819
2026-01-16 11:09:00,0.0,91.15,91.15,91.15,16,145840.0,88.82
2026-01-16 11:10:00,0.0,91.15,91.15,91.15,0,0.0,88.82
2026-01-16 11:11:00,0.0,91.15,91.15,91.15,1,9115.0,88.821
2026-01-16 11:12:00,0.0,91.15,91.15,91.15,2,18230.0,88.821
2026-01-16 11:13:00,0.0,91.15,91.15,91.15,1,9115.0,88.821
2026-01-16 11:14:00,0.0,91.15,91.15,91.15,9,82035.0,88.822
2026-01-16 11:15:00,0.0,91.15,91.15,91.15,2,18230.0,88.822
2026-01-16 11:16:00,0.0,91.15,91.15,91.15,8,72920.0,88.822
2026-01-16 11:17:00,0.0,91.15,91.15,91.15,20,182300.0,88.824
2026-01-16 11:18:00,0.0,91.15,91.15,91.15,11,100265.0,88.825
2026-01-16 11:19:00,0.0,91.15,91.15,91.15,11,100265.0,88.826
2026-01-16 11:20:00,0.0,91.15,91.15,91.15,10,91150.0,88.827
2026-01-16 11:21:00,0.0,91.15,91.15,91.15,0,0.0,88.827
2026-01-16 11:22:00,0.0,91.15,91.15,91.15,2,18230.0,88.827
2026-01-16 11:23:00,0.0,91.15,91.15,91.15,1,9115.0,88.827
2026-01-16 11:24:00,0.0,91.15,91.15,91.15,4,36460.0,88.827
2026-01-16 11:25:00,0.0,91.15,91.15,91.15,1,9115.0,88.827
2026-01-16 11:26:00,0.0,91.15,91.15,91.15,5,45575.0,88.828
2026-01-16 11:27:00,0.0,91.15,91.15,91.15,0,0.0,88.828
2026-01-16 11:28:00,0.0,91.15,91.15,91.15,9,82035.0,88.829
2026-01-16 11:29:00,0.0,91.15,91.15,91.15,1,9115.0,88.829
2026-01-16 11:30:00,0.0,91.15,91.15,91.15,3,27345.0,88.829
2026-01-16 13:01:00,0.0,91.15,91.15,91.15,41,373715.0,88.832
2026-01-16 13:02:00,0.0,91.15,91.15,91.15,4,36460.0,88.833
2026-01-16 13:03:00,0.0,91.15,91.15,91.15,31,282565.0,88.835
