trade_date,stock_code,stock_name,buyer_seat_name,buy_amount,sell_amount,hot_money
2025-12-16,001208,华菱线缆,联储证券股份有限公司上海松林路证券营业部,42121049.2,0.0,
2025-12-16,001208,华菱线缆,国投证券股份有限公司湖州仁皇山路证券营业部,35949435.0,0.0,
2025-12-16,001208,华菱线缆,深股通专用,32523284.0,5063374.96,
2025-12-16,001280,中国铀业,广发证券股份有限公司天津环湖中路证券营业部,64010752.0,14870595.0,
2025-12-16,001280,中国铀业,机构专用,57903824.6,95240012.1,机构
2025-12-16,001280,中国铀业,华泰证券股份有限公司荆州江津中路证券营业部,73160275.03,454100.0,
2025-12-16,600865,百大集团,华鑫证券有限责任公司绍兴胜利东路证券营业部,10999712.0,,
2025-12-16,600865,百大集团,中国银河证券股份有限公司柳州友谊路证券营业部,10363946.0,,
2025-12-16,600879,航天电子,中国银河证券股份有限公司大连黄河路证券营业部,571332711.09,,陈小群
2025-12-16,600879,航天电子,沪股通专用,308145860.78,,
2025-12-16,600879,航天电子,东吴证券股份有限公司苏州相城大道证券营业部,290703042.0,,
2025-12-16,600879,航天电子,国泰海通证券股份有限公司南京太平南路证券营业部,252694113.12,,
2025-12-16,600879,航天电子,国泰海通证券股份有限公司西安雁展路证券营业部,221963871.81,,
2025-12-16,002836,新宏泽,机构专用,19349591.16,5855271.0,机构
